,Word,Count,Weight,Weight_Abs
4286,stimulation,111,0.7036569553609253,0.7036569553609253
10103,slice,20,0.7029670622669877,0.7029670622669877
7356,satisfactory,38,0.7029670622669877,0.7029670622669877
6229,facts,53,0.7029670622669877,0.7029670622669877
5976,poisonous,58,0.7029670622669877,0.7029670622669877
6806,compounding,44,-0.7028401130764848,0.7028401130764848
6469,holes,49,0.7017147720358464,0.7017147720358464
6869,published,43,0.7011538251428069,0.7011538251428069
1331,remeron,737,0.7011538251428069,0.7011538251428069
12256,couse,13,0.7011538251428069,0.7011538251428069
6856,testimonials,44,0.7011538251428069,0.7011538251428069
3373,ultrasound,170,-0.7009865444271618,0.7009865444271618
4705,retain,92,-0.7009865444271618,0.7009865444271618
4673,flared,94,-0.7009865444271618,0.7009865444271618
4169,labor,117,-0.7009865444271618,0.7009865444271618
4735,screw,91,0.7002613663597872,0.7002613663597872
5143,chemically,78,0.699929085246911,0.699929085246911
4755,essential,91,0.6996489339633865,0.6996489339633865
5309,metro,73,-0.6993618487001599,0.6993618487001599
7787,claiming,34,0.6983798982600816,0.6983798982600816
5375,socks,72,0.6983798982600816,0.6983798982600816
7610,infrequently,36,0.6983798982600816,0.6983798982600816
8887,variable,26,0.6983798982600816,0.6983798982600816
9397,analyze,23,0.6983798982600816,0.6983798982600816
7428,coronary,37,0.6983798982600816,0.6983798982600816
7629,findings,35,0.6983798982600816,0.6983798982600816
6148,private,55,0.6983798982600816,0.6983798982600816
5922,forearm,59,0.6970970244471923,0.6970970244471923
5799,debating,61,-0.6966481428285637,0.6966481428285637
6087,antibodies,56,-0.6966481428285637,0.6966481428285637
8251,aday,30,0.6963576528793138,0.6963576528793138
3202,heroin,187,0.6963576528793138,0.6963576528793138
5978,merely,58,0.6963576528793138,0.6963576528793138
4800,citalopram,89,0.6963576528793138,0.6963576528793138
3601,experiment,152,0.6961427608617252,0.6961427608617252
8626,radio,28,-0.6951477674533291,0.6951477674533291
5849,fuller,61,-0.6944718634059681,0.6944718634059681
3169,thrilled,190,-0.6944718634059681,0.6944718634059681
6358,cleanse,51,-0.6944718634059681,0.6944718634059681
5345,recognized,72,0.6936066195074237,0.6936066195074237
8809,psychosomatic,26,0.6936066195074237,0.6936066195074237
1980,appears,410,0.6936066195074237,0.6936066195074237
8294,paracetamol,30,0.6936066195074237,0.6936066195074237
8027,psychology,32,0.6936066195074237,0.6936066195074237
8976,collected,25,0.6936066195074237,0.6936066195074237
9012,trippy,25,0.6936066195074237,0.6936066195074237
6111,clouded,55,0.6936066195074237,0.6936066195074237
5209,processes,76,0.6936066195074237,0.6936066195074237
5806,terbinafine,61,0.6936066195074237,0.6936066195074237
8988,medicene,25,0.6936066195074237,0.6936066195074237
8308,proactiv,30,-0.6926877416124668,0.6926877416124668
1621,recovery,546,0.6926753762304401,0.6926753762304401
12271,roid,13,-0.69124747251331,0.69124747251331
5931,component,59,0.6911465936665615,0.6911465936665615
5797,boring,61,0.6911465936665615,0.6911465936665615
6821,depresion,44,0.6896462182913269,0.6896462182913269
7721,zip,35,0.6896462182913269,0.6896462182913269
7892,artist,33,0.6896462182913269,0.6896462182913269
8214,faces,31,0.6896462182913269,0.6896462182913269
6803,cartilage,44,0.6896462182913269,0.6896462182913269
6992,desires,42,0.6896462182913269,0.6896462182913269
295,lbs,5591,-0.6888693654889034,0.6888693654889034
4887,inactive,85,-0.6888538711017449,0.6888538711017449
4357,insatiable,108,-0.6888538711017449,0.6888538711017449
120,nausea,15273,-0.6887238518153675,0.6887238518153675
4507,groups,101,0.6886356067854035,0.6886356067854035
4203,ground,115,0.6882446763660385,0.6882446763660385
3255,migrane,181,-0.6881374531606549,0.6881374531606549
11744,puncture,14,-0.687914462859809,0.687914462859809
6034,traffic,57,0.6879085983927862,0.6879085983927862
1971,numbers,412,0.6879085983927862,0.6879085983927862
3484,pleasure,161,0.6879085983927862,0.6879085983927862
4103,rectal,121,0.687360503010471,0.687360503010471
2518,cases,285,0.6871341050018065,0.6871341050018065
1882,wks,443,-0.6855685265678242,0.6855685265678242
11152,introduce,16,0.685552884700327,0.685552884700327
4236,conclusion,114,0.685552884700327,0.685552884700327
10876,scarier,17,0.6834542480434058,0.6834542480434058
11415,marry,15,0.6834542480434058,0.6834542480434058
12185,conciousness,13,0.6834542480434058,0.6834542480434058
7995,progresses,32,0.6834542480434058,0.6834542480434058
12401,electronic,13,0.6834542480434058,0.6834542480434058
10355,sneaky,19,0.6834542480434058,0.6834542480434058
11633,fantasy,15,0.6834542480434058,0.6834542480434058
8160,incomplete,31,0.6834542480434058,0.6834542480434058
11004,verified,17,0.6834542480434058,0.6834542480434058
11062,discovery,16,0.6834542480434058,0.6834542480434058
11135,malpractice,16,0.6834542480434058,0.6834542480434058
11057,deliberately,16,0.6834542480434058,0.6834542480434058
11163,cursing,16,0.6834542480434058,0.6834542480434058
7754,did'nt,34,0.6834542480434058,0.6834542480434058
9464,pole,23,0.6834542480434058,0.6834542480434058
8191,excersise,31,0.6834542480434058,0.6834542480434058
10583,functioned,18,0.6834542480434058,0.6834542480434058
11190,sixty,16,0.6834542480434058,0.6834542480434058
10507,cholestorol,18,0.6834542480434058,0.6834542480434058
10676,converted,18,0.6834542480434058,0.6834542480434058
6549,corrected,48,0.6834542480434058,0.6834542480434058
12014,focussed,14,0.6834542480434058,0.6834542480434058
11646,temptation,15,0.6834542480434058,0.6834542480434058
11442,exceeding,15,0.6834542480434058,0.6834542480434058
4760,introduced,90,0.6834542480434058,0.6834542480434058
11208,monts,16,0.6834542480434058,0.6834542480434058
4184,bupropion,116,0.6834542480434058,0.6834542480434058
6861,scab,43,0.6834542480434058,0.6834542480434058
7054,relentless,41,0.6834542480434058,0.6834542480434058
10319,refered,19,0.6834542480434058,0.6834542480434058
10597,soared,18,0.6834542480434058,0.6834542480434058
11667,theses,15,0.6834542480434058,0.6834542480434058
2850,compazine,231,-0.6833272988529029,0.6833272988529029
4267,stream,112,0.6821779236838011,0.6821779236838011
4429,abusing,104,0.6809881555482125,0.6809881555482125
3460,produced,162,0.6802388111894315,0.6802388111894315
7087,chol,41,0.6791259576171477,0.6791259576171477
5906,endurance,59,0.6788353021871113,0.6788353021871113
6631,billion,47,0.6788353021871113,0.6788353021871113
4647,absorbed,95,0.6780488294764979,0.6780488294764979
2679,cardio,259,0.6770644499446349,0.6770644499446349
7764,sympathetic,34,0.6769395670222121,0.6769395670222121
5238,winded,75,0.6769395670222121,0.6769395670222121
6763,crushed,45,0.6769395670222121,0.6769395670222121
4817,yahoo,88,0.6769395670222121,0.6769395670222121
7259,wandering,39,0.6769395670222121,0.6769395670222121
907,miserable,1327,-0.676581282581414,0.676581282581414
3108,reduces,197,0.6752574808392274,0.6752574808392274
5757,population,62,0.6752574808392274,0.6752574808392274
3901,respect,133,0.6749435583754972,0.6749435583754972
10663,disassociated,18,-0.6746692361097884,0.6746692361097884
10202,gloomy,19,-0.6746692361097884,0.6746692361097884
10205,experinced,19,-0.6746692361097884,0.6746692361097884
10204,experincing,19,-0.6746692361097884,0.6746692361097884
10820,abortive,17,-0.6746692361097884,0.6746692361097884
11393,pnd,15,-0.6746692361097884,0.6746692361097884
9429,sepsis,23,-0.6746692361097884,0.6746692361097884
11221,medicaid,16,-0.6746692361097884,0.6746692361097884
9710,contraction,22,-0.6746692361097884,0.6746692361097884
10627,decides,18,-0.6746692361097884,0.6746692361097884
11222,depro,16,-0.6746692361097884,0.6746692361097884
11233,flexiril,16,-0.6746692361097884,0.6746692361097884
8928,insecurity,26,-0.6746692361097884,0.6746692361097884
10635,insufficiency,18,-0.6746692361097884,0.6746692361097884
10146,vancocin,19,-0.6746692361097884,0.6746692361097884
8921,hysteria,26,-0.6746692361097884,0.6746692361097884
7035,god's,42,-0.6746692361097884,0.6746692361097884
6074,trigeminal,56,-0.6746692361097884,0.6746692361097884
11269,argh,16,-0.6746692361097884,0.6746692361097884
9485,maalox,23,-0.6746692361097884,0.6746692361097884
3920,scariest,132,-0.6746692361097884,0.6746692361097884
8480,invalid,29,-0.6746692361097884,0.6746692361097884
8688,zpak,27,-0.6746692361097884,0.6746692361097884
6160,initally,54,-0.6746692361097884,0.6746692361097884
9316,ihave,23,-0.6746692361097884,0.6746692361097884
10460,picnic,18,-0.6746692361097884,0.6746692361097884
9337,bromocriptine,23,-0.6746692361097884,0.6746692361097884
8373,triptan,29,-0.6746692361097884,0.6746692361097884
10458,appendicitis,18,-0.6746692361097884,0.6746692361097884
11975,rxed,14,-0.6746692361097884,0.6746692361097884
12258,adipex,13,-0.6746692361097884,0.6746692361097884
12416,unprovoked,13,-0.6746692361097884,0.6746692361097884
9930,irratic,21,-0.6746692361097884,0.6746692361097884
11541,memmory,15,-0.6746692361097884,0.6746692361097884
11582,stomachaches,15,-0.6746692361097884,0.6746692361097884
6094,sticks,56,-0.6746692361097884,0.6746692361097884
10624,shrank,18,-0.6746692361097884,0.6746692361097884
12464,definently,13,-0.6746692361097884,0.6746692361097884
11734,prestiq,14,-0.6746692361097884,0.6746692361097884
10099,excruciatingly,20,-0.6746692361097884,0.6746692361097884
11852,levelled,14,-0.6746692361097884,0.6746692361097884
11840,isolating,14,-0.6746692361097884,0.6746692361097884
7358,hsv,38,-0.6746692361097884,0.6746692361097884
12363,peptic,13,-0.6746692361097884,0.6746692361097884
11822,incontinent,14,-0.6746692361097884,0.6746692361097884
8792,hydroxyzine,27,-0.6746692361097884,0.6746692361097884
10563,releasing,18,-0.6746692361097884,0.6746692361097884
7223,yep,39,-0.6746692361097884,0.6746692361097884
5505,focalin,68,-0.6746692361097884,0.6746692361097884
9309,sythroid,23,-0.6746692361097884,0.6746692361097884
8806,camper,26,-0.6746692361097884,0.6746692361097884
11326,firt,15,-0.6746692361097884,0.6746692361097884
12370,interstate,13,-0.6746692361097884,0.6746692361097884
10588,strikes,18,-0.6746692361097884,0.6746692361097884
10592,gorgeous,18,-0.6746692361097884,0.6746692361097884
11606,medicince,15,-0.6746692361097884,0.6746692361097884
12164,ohh,13,-0.6746692361097884,0.6746692361097884
6177,squeezing,54,-0.6746692361097884,0.6746692361097884
9088,whew,25,-0.6746692361097884,0.6746692361097884
11018,unsatisfied,16,-0.6746692361097884,0.6746692361097884
10133,unnerving,19,-0.6746692361097884,0.6746692361097884
11910,macular,14,-0.6746692361097884,0.6746692361097884
11845,cleocin,14,-0.6746692361097884,0.6746692361097884
9199,errands,24,-0.6746692361097884,0.6746692361097884
6922,teary,43,-0.6746692361097884,0.6746692361097884
9196,irritabilty,24,-0.6746692361097884,0.6746692361097884
9175,resolves,24,-0.6746692361097884,0.6746692361097884
3423,nsaids,166,-0.6746692361097884,0.6746692361097884
12295,stray,13,-0.6746692361097884,0.6746692361097884
9153,housebound,24,-0.6746692361097884,0.6746692361097884
7773,satan,34,-0.6746692361097884,0.6746692361097884
12192,horrendously,13,-0.6746692361097884,0.6746692361097884
9584,phenomenal,22,-0.6746692361097884,0.6746692361097884
9237,granules,24,-0.6746692361097884,0.6746692361097884
12187,advancing,13,-0.6746692361097884,0.6746692361097884
6303,eyed,52,0.6744855780606455,0.6744855780606455
4711,cocaine,92,0.6744855780606455,0.6744855780606455
1865,urinating,448,0.6740424138610593,0.6740424138610593
4812,description,88,0.6740424138610593,0.6740424138610593
3549,climax,156,0.6734039121899045,0.6734039121899045
9477,hallucinogenic,23,0.672404411856821,0.672404411856821
9757,forces,21,0.672404411856821,0.672404411856821
6850,positions,44,0.672404411856821,0.672404411856821
9232,verify,24,0.672404411856821,0.672404411856821
10449,guns,18,0.672404411856821,0.672404411856821
7582,chasing,36,0.672404411856821,0.672404411856821
5511,doze,68,0.672404411856821,0.672404411856821
4839,solutions,87,0.672404411856821,0.672404411856821
9154,shouting,24,0.672404411856821,0.672404411856821
7170,behaving,40,0.672404411856821,0.672404411856821
6448,blinking,49,0.672404411856821,0.672404411856821
6216,versions,53,0.672404411856821,0.672404411856821
9877,justice,21,0.672404411856821,0.672404411856821
6592,limiting,47,0.672404411856821,0.672404411856821
9531,headiness,22,0.672404411856821,0.672404411856821
9255,cards,24,0.672404411856821,0.672404411856821
5968,evident,58,0.672404411856821,0.672404411856821
6550,hereditary,48,0.672404411856821,0.672404411856821
4926,restored,84,0.6700761220972298,0.6700761220972298
9183,blast,24,0.6690655105913063,0.6690655105913063
6978,regiment,42,0.6690655105913063,0.6690655105913063
1869,abuse,447,0.6683024430228036,0.6683024430228036
9468,dissapear,23,0.6681400130703634,0.6681400130703634
8433,blink,29,0.6681400130703634,0.6681400130703634
4878,substantially,86,0.6681400130703634,0.6681400130703634
4855,dependant,86,0.6681400130703634,0.6681400130703634
3363,career,171,0.6672893111900504,0.6672893111900504
8908,lifer,26,0.6665046897296326,0.6665046897296326
7692,similarly,35,0.6665046897296326,0.6665046897296326
8238,washroom,30,0.6665046897296326,0.6665046897296326
8790,attest,27,0.6665046897296326,0.6665046897296326
8234,flexibility,30,0.6665046897296326,0.6665046897296326
12052,precise,14,0.6665046897296326,0.6665046897296326
8340,intravenously,30,0.6665046897296326,0.6665046897296326
10910,recognise,17,0.6665046897296326,0.6665046897296326
6193,judgment,54,0.6665046897296326,0.6665046897296326
6369,softener,51,0.6651051093752094,0.6651051093752094
11408,brows,15,-0.6650997850936377,0.6650997850936377
8015,suing,32,0.6644783465844002,0.6644783465844002
349,pounds,4604,-0.6631447502578345,0.6631447502578345
7894,amphetamines,33,0.6628349608406702,0.6628349608406702
7467,routinely,37,0.6628349608406702,0.6628349608406702
7845,promising,34,0.6628349608406702,0.6628349608406702
7473,juices,37,0.6628349608406702,0.6628349608406702
7372,acidity,38,0.6628349608406702,0.6628349608406702
6878,dandruff,43,0.6628349608406702,0.6628349608406702
7365,impulses,38,0.6628349608406702,0.6628349608406702
5440,entry,70,0.6628349608406702,0.6628349608406702
4494,bilateral,102,-0.6628347784627856,0.6628347784627856
4605,contacts,97,-0.6620904539029284,0.6620904539029284
3089,impairment,199,0.6617281538654791,0.6617281538654791
4016,liters,127,0.6610728458472709,0.6610728458472709
6832,possibilities,44,0.6603318306225517,0.6603318306225517
10944,myopathy,17,0.6603318306225517,0.6603318306225517
8188,eager,31,0.6603318306225517,0.6603318306225517
4739,excrutiating,91,-0.6602804986576888,0.6602804986576888
1885,www,441,0.658692149992839,0.658692149992839
2419,male,302,0.6586283643127024,0.6586283643127024
4259,somnolence,112,0.6585152996961537,0.6585152996961537
6320,hundred,52,0.6585152996961537,0.6585152996961537
6234,nonsense,53,0.6585152996961537,0.6585152996961537
7769,fistula,34,0.6585152996961537,0.6585152996961537
7938,employed,33,0.6585152996961537,0.6585152996961537
6375,theraputic,50,0.6585152996961537,0.6585152996961537
3554,among,155,0.6580156744047213,0.6580156744047213
5728,refilled,63,-0.6578621177934071,0.6578621177934071
2159,beta,361,0.6575579037398264,0.6575579037398264
8671,serving,27,0.6571369397260325,0.6571369397260325
6237,impression,53,0.6571369397260325,0.6571369397260325
7569,hammer,36,0.6571369397260325,0.6571369397260325
6355,cognition,51,0.6571369397260325,0.6571369397260325
7270,nasea,39,-0.657124926458879,0.657124926458879
4784,file,89,0.6568427788178957,0.6568427788178957
4510,curb,101,-0.6563200974415919,0.6563200974415919
2700,voices,256,0.6563032589774551,0.6563032589774551
4375,music,107,0.6560552738552915,0.6560552738552915
5590,experimenting,66,0.6560552738552915,0.6560552738552915
5368,ailments,72,0.6551838141051505,0.6551838141051505
5278,items,74,0.6551838141051505,0.6551838141051505
5935,dragging,59,-0.6544665287922691,0.6544665287922691
6475,'out,49,-0.6544665287922691,0.6544665287922691
8127,enhance,31,0.6538662908579098,0.6538662908579098
5034,classic,81,0.6538662908579098,0.6538662908579098
11147,drool,16,0.6533562168861264,0.6533562168861264
5548,miraculous,67,0.6533562168861264,0.6533562168861264
9220,reoccur,24,-0.653007739328609,0.653007739328609
594,hoping,2326,-0.6527157258939161,0.6527157258939161
6124,puking,55,-0.6521963802577299,0.6521963802577299
522,effective,2785,0.6509071938335942,0.6509071938335942
6257,mother's,53,-0.6493514281254985,0.6493514281254985
2391,disgusting,306,-0.6493514281254985,0.6493514281254985
5415,abscess,71,-0.6476405637218692,0.6476405637218692
11970,masters,14,0.647086603872531,0.647086603872531
11958,replaces,14,0.647086603872531,0.647086603872531
11590,perks,15,0.647086603872531,0.647086603872531
4580,zoned,98,0.647086603872531,0.647086603872531
6391,stars,50,0.647086603872531,0.647086603872531
10393,washes,19,0.647086603872531,0.647086603872531
11891,curiosity,14,0.647086603872531,0.647086603872531
12024,stuffing,14,0.647086603872531,0.647086603872531
6584,boards,47,0.647086603872531,0.647086603872531
11466,abstinence,15,0.647086603872531,0.647086603872531
10508,cybalta,18,0.647086603872531,0.647086603872531
9730,becouse,21,0.647086603872531,0.647086603872531
11584,uppers,15,0.647086603872531,0.647086603872531
11789,drooping,14,0.647086603872531,0.647086603872531
9987,array,20,0.647086603872531,0.647086603872531
5629,irratable,65,0.647086603872531,0.647086603872531
7591,thickness,36,0.647086603872531,0.647086603872531
10522,operative,18,0.647086603872531,0.647086603872531
10302,ranitidine,19,0.647086603872531,0.647086603872531
5854,bull,60,0.647086603872531,0.647086603872531
11701,confronted,14,0.647086603872531,0.647086603872531
11395,mailbox,15,0.647086603872531,0.647086603872531
7261,hotmail,39,0.647086603872531,0.647086603872531
11663,detatched,15,0.647086603872531,0.647086603872531
8637,vicoprofen,28,0.647086603872531,0.647086603872531
7528,dhea,36,0.647086603872531,0.647086603872531
9907,squeezed,21,0.647086603872531,0.647086603872531
6827,inhibitions,44,0.647086603872531,0.647086603872531
9720,incurable,21,0.647086603872531,0.647086603872531
10849,agressiveness,17,0.647086603872531,0.647086603872531
7728,spirits,35,0.647086603872531,0.647086603872531
8615,shortage,28,0.647086603872531,0.647086603872531
8564,restlesness,28,0.647086603872531,0.647086603872531
10023,sworn,20,0.647086603872531,0.647086603872531
11684,abnormality,14,0.647086603872531,0.647086603872531
7510,english,37,0.647086603872531,0.647086603872531
9932,vials,21,0.647086603872531,0.647086603872531
6864,negativity,43,0.647086603872531,0.647086603872531
10657,deafness,18,0.647086603872531,0.647086603872531
11949,plunged,14,0.647086603872531,0.647086603872531
11979,invincible,14,0.647086603872531,0.647086603872531
10891,donuts,17,0.647086603872531,0.647086603872531
10305,ecstasy,19,0.647086603872531,0.647086603872531
12042,awakenings,14,0.647086603872531,0.647086603872531
11864,whereby,14,0.647086603872531,0.647086603872531
5406,haze,71,0.647086603872531,0.647086603872531
9830,masks,21,0.647086603872531,0.647086603872531
10149,squirt,19,0.647086603872531,0.647086603872531
9242,dunno,24,0.647086603872531,0.647086603872531
7149,sustain,40,0.647086603872531,0.647086603872531
5621,acetaminophen,65,0.647086603872531,0.647086603872531
9595,strips,22,0.647086603872531,0.647086603872531
8436,paroxetine,29,0.647086603872531,0.647086603872531
9789,charcoal,21,0.647086603872531,0.647086603872531
8545,waning,28,0.647086603872531,0.647086603872531
11980,propensity,14,0.647086603872531,0.647086603872531
12487,exreme,13,0.647086603872531,0.647086603872531
11555,previcid,15,0.647086603872531,0.647086603872531
8184,transformed,31,0.647086603872531,0.647086603872531
11986,disabilities,14,0.647086603872531,0.647086603872531
11863,untrue,14,0.647086603872531,0.647086603872531
10198,accurately,19,0.647086603872531,0.647086603872531
7820,normalcy,34,0.647086603872531,0.647086603872531
8397,inherited,29,0.647086603872531,0.647086603872531
8552,manifested,28,0.647086603872531,0.647086603872531
11297,monkey,16,0.647086603872531,0.647086603872531
12228,mustard,13,0.647086603872531,0.647086603872531
7112,barrier,41,0.647086603872531,0.647086603872531
8778,veramyst,27,0.647086603872531,0.647086603872531
7376,mestinon,38,0.647086603872531,0.647086603872531
11952,independently,14,0.647086603872531,0.647086603872531
7763,venlafaxine,34,0.647086603872531,0.647086603872531
11207,radically,16,0.647086603872531,0.647086603872531
9833,listerine,21,0.647086603872531,0.647086603872531
7130,reads,40,0.647086603872531,0.647086603872531
11901,enabling,14,0.647086603872531,0.647086603872531
11854,specialized,14,0.647086603872531,0.647086603872531
10822,twitchiness,17,0.647086603872531,0.647086603872531
11757,vission,14,0.647086603872531,0.647086603872531
10697,thoughs,18,0.647086603872531,0.647086603872531
12409,resultant,13,0.647086603872531,0.647086603872531
10595,afrin,18,0.647086603872531,0.647086603872531
10792,virtigo,17,0.647086603872531,0.647086603872531
8577,agian,28,0.647086603872531,0.647086603872531
6383,huh,50,0.647086603872531,0.647086603872531
8060,gabitril,32,0.647086603872531,0.647086603872531
12314,adderrall,13,0.647086603872531,0.647086603872531
9011,resuming,25,0.647086603872531,0.647086603872531
8204,permanant,31,0.647086603872531,0.647086603872531
5128,backed,79,0.647086603872531,0.647086603872531
8202,twiching,31,0.647086603872531,0.647086603872531
9819,undigested,21,0.647086603872531,0.647086603872531
9880,addictiveness,21,0.647086603872531,0.647086603872531
11550,ignorance,15,0.647086603872531,0.647086603872531
11142,dexadrine,16,0.647086603872531,0.647086603872531
4681,aug,93,-0.6464151956019406,0.6464151956019406
7056,deficient,41,-0.6456816992365361,0.6456816992365361
6604,craziness,47,-0.6456816992365361,0.6456816992365361
6990,caloric,42,-0.6456816992365361,0.6456816992365361
10255,hx,19,-0.6456816992365361,0.6456816992365361
7159,pds,40,-0.6456816992365361,0.6456816992365361
2763,carbs,244,-0.6442100286250798,0.6442100286250798
3447,street,164,0.6437139193938919,0.6437139193938919
5007,equal,82,0.6437139193938919,0.6437139193938919
1736,parents,492,0.6433622047815486,0.6433622047815486
4163,homeopathic,118,-0.6425809215582878,0.6425809215582878
7685,consequence,35,0.6412214844201329,0.6412214844201329
1756,grade,484,0.6411518683527164,0.6411518683527164
4552,community,99,0.6410075577961488,0.6410075577961488
7726,paralyzing,35,-0.6407676844341071,0.6407676844341071
7612,urinated,36,-0.6407676844341071,0.6407676844341071
7668,exaggerating,35,-0.6407676844341071,0.6407676844341071
9918,bleach,21,-0.6407676844341071,0.6407676844341071
10690,raped,18,-0.6407676844341071,0.6407676844341071
6098,hay,56,0.639969136103667,0.639969136103667
4384,begged,106,-0.6387372268837251,0.6387372268837251
2513,soda,286,-0.6387372268837251,0.6387372268837251
10888,linking,17,0.6385028601811396,0.6385028601811396
6748,crown,45,0.6385028601811396,0.6385028601811396
7196,guide,40,0.6385028601811396,0.6385028601811396
1262,lamisil,797,0.6377842112102174,0.6377842112102174
5636,shook,64,-0.6376279644294394,0.6376279644294394
3458,cervical,163,-0.6376279644294394,0.6376279644294394
3019,heaviness,208,-0.6376279644294394,0.6376279644294394
5502,systolic,68,0.6375171528563803,0.6375171528563803
7415,fart,37,0.6369342324085129,0.6369342324085129
5758,rocks,62,0.6362756877683154,0.6362756877683154
6993,observation,42,0.6362756877683154,0.6362756877683154
7094,soak,41,-0.6360969613235486,0.6360969613235486
752,hungry,1732,-0.6357594286839165,0.6357594286839165
4397,artery,106,0.635525781471455,0.635525781471455
3651,cuts,149,0.6352521462255282,0.6352521462255282
6347,ruins,51,0.6346640838739739,0.6346640838739739
7225,stimulated,39,0.6346640838739739,0.6346640838739739
10094,technical,20,0.6346640838739739,0.6346640838739739
6576,sporadically,47,0.6346640838739739,0.6346640838739739
9192,cliff,24,-0.6338472415895333,0.6338472415895333
8620,responsibilities,28,-0.6338472415895333,0.6338472415895333
8588,incase,28,-0.6338472415895333,0.6338472415895333
8358,organizing,29,-0.6338472415895333,0.6338472415895333
8343,rotting,30,-0.6338472415895333,0.6338472415895333
8795,hotel,27,-0.6338472415895333,0.6338472415895333
8007,instincts,32,-0.6338472415895333,0.6338472415895333
5971,complexion,58,-0.6338472415895333,0.6338472415895333
8400,sideways,29,-0.6338472415895333,0.6338472415895333
9024,connecting,25,-0.6338472415895333,0.6338472415895333
8036,sandals,32,-0.6338472415895333,0.6338472415895333
8276,arrythmias,30,-0.6338472415895333,0.6338472415895333
7367,xs,38,-0.6338472415895333,0.6338472415895333
4692,tennis,93,0.6336635835403903,0.6336635835403903
2549,forum,280,0.6324878044513783,0.6324878044513783
7603,poision,36,0.6324878044513783,0.6324878044513783
12496,hve,13,0.6324878044513783,0.6324878044513783
7939,rebuild,33,0.6324878044513783,0.6324878044513783
7363,ocular,38,0.6324878044513783,0.6324878044513783
7002,abnormalities,42,0.6324878044513783,0.6324878044513783
4988,movies,83,0.6324878044513783,0.6324878044513783
10245,digested,19,0.6324878044513783,0.6324878044513783
3509,gassy,159,-0.6321096216909925,0.6321096216909925
11158,exhaust,16,-0.6317142866393917,0.6317142866393917
5361,studied,72,0.6310862625260899,0.6310862625260899
1813,reducing,463,0.6302140426714039,0.6302140426714039
5509,equally,68,0.6293870267731302,0.6293870267731302
5599,speach,66,0.6293870267731302,0.6293870267731302
7644,resolution,35,0.6293870267731302,0.6293870267731302
12038,occupied,14,0.6293870267731302,0.6293870267731302
5492,sparingly,69,0.6293870267731302,0.6293870267731302
11893,negate,14,0.6293870267731302,0.6293870267731302
9022,pilot,25,0.6293870267731302,0.6293870267731302
8594,mosquito,28,0.6293870267731302,0.6293870267731302
5542,punch,67,0.6293870267731302,0.6293870267731302
10240,underarm,19,-0.6292068620330311,0.6292068620330311
6194,floaty,54,-0.6292068620330311,0.6292068620330311
11866,indo,14,0.6285102182995956,0.6285102182995956
926,state,1297,0.6282986900068979,0.6282986900068979
7463,dating,37,0.6276145004597108,0.6276145004597108
4306,locked,110,0.6272839765763513,0.6272839765763513
5902,asthmatic,59,0.6272839765763513,0.6272839765763513
3919,anus,132,0.6268019327010254,0.6268019327010254
7377,satisfy,38,0.6264673166697954,0.6264673166697954
5272,sink,74,0.6260331946746986,0.6260331946746986
2914,produce,222,0.6253048330514329,0.6253048330514329
500,vomiting,2975,-0.6248214303822209,0.6248214303822209
865,cholesterol,1419,0.6247367568157564,0.6247367568157564
9449,reserved,23,0.6246137480204724,0.6246137480204724
6808,awkward,44,0.6246137480204724,0.6246137480204724
8849,lunchtime,26,0.6246137480204724,0.6246137480204724
8558,intractable,28,0.6246137480204724,0.6246137480204724
2514,oxycontin,286,0.6246137480204724,0.6246137480204724
2955,welbutrin,216,0.6246137480204724,0.6246137480204724
8890,pulls,26,0.6246137480204724,0.6246137480204724
6616,court,47,0.6246137480204724,0.6246137480204724
8714,aggresive,27,0.6246137480204724,0.6246137480204724
8736,climbed,27,0.6246137480204724,0.6246137480204724
3668,illegal,149,0.6235561064623371,0.6235561064623371
6506,chunks,48,-0.6233759417222379,0.6233759417222379
6647,someone's,46,-0.6233759417222379,0.6233759417222379
12359,readjust,13,-0.6233759417222379,0.6233759417222379
9139,ecstatic,24,-0.6233759417222379,0.6233759417222379
9023,labile,25,-0.6233759417222379,0.6233759417222379
11747,indulge,14,-0.6233759417222379,0.6233759417222379
9288,distraught,24,-0.6233759417222379,0.6233759417222379
9552,leery,22,-0.6233759417222379,0.6233759417222379
9206,typed,24,-0.6233759417222379,0.6233759417222379
9257,uninterested,24,-0.6233759417222379,0.6233759417222379
9306,transderm,23,-0.6233759417222379,0.6233759417222379
9483,imbalances,23,-0.6233759417222379,0.6233759417222379
9173,trap,24,0.6233325178644239,0.6233325178644239
4816,disruption,88,0.6229890522934705,0.6229890522934705
3716,trials,146,0.6223939912821594,0.6223939912821594
7760,enema,34,0.6223939912821594,0.6223939912821594
7346,sally,38,0.6211111174692703,0.6211111174692703
6707,mentions,46,0.6211111174692703,0.6211111174692703
10648,exert,18,0.6211111174692703,0.6211111174692703
4611,balls,96,0.6211111174692703,0.6211111174692703
2446,reports,297,0.6207959086408135,0.6207959086408135
4340,practitioner,108,-0.6206020148395127,0.6206020148395127
5067,sued,80,0.6200579314846116,0.6200579314846116
4823,else's,88,-0.6198609996147935,0.6198609996147935
4919,pamphlet,84,-0.6198609996147935,0.6198609996147935
7380,snow,38,0.6196876296844166,0.6196876296844166
11855,dp,14,0.619251804879087,0.619251804879087
